audio_file|text
D:\pro\koice\dataset\wavs\audio0000633.wav|میں یہ رمضان یہ ان کے سلسل اسمز آواز گھر سرکت انظیم اسلامی ریلیف اینڈ ریسرچ ٹرسٹ کشمیر طرف آئے کے پروگرام کو سنس کرنے پروگرام دوران آئے اسلامی سکولر محمد اشرفانی تھے
D:\pro\koice\dataset\wavs\audio0000634.wav|باقی سکالٹر اوڈیس ماہی مبارکی چھ فضیلت زکاة کیس فلسفہ سان روزن ہز اہمیت پیٹھتے روشنی ترامن پروگرامی چھ صدارت کر ٹرسٹک بینی چیئرمن عبد الرشیدن
D:\pro\koice\dataset\wavs\audio0000635.wav|سری نگرزل انتظامی کے صدایت پر آئے ستت وریت ایم خود زیادہ وان سٹھ نفران بابتاوائی میں رہتے پروگرام انہیں جدیس وے وندنہ کارڈ بنانے چاہتے شروع کرنا سلسلس مزاو
D:\pro\koice\dataset\wavs\audio0000636.wav|باز زونل میڈیکل آفیس بڑھمان لے طرف ٹراما ہسپتہ علاوے پورے کے کیمپوکسانز کرنے یا تمہز حقدار نفرن مزید پانچ لیش روپیوں ہند حالت کا اور فراہم کرنا ہو یتکین آئی سی ون یہ رقم
D:\pro\koice\dataset\wavs\audio0000637.wav|دہلچ روپیوں تام گئی ترقی مرکزی وزارت کو آز رورل سیلف ایمپلائیمنٹ ٹریننگ انسٹیوٹ کے آتھوا سپل ویمزل اسمزا کے سیکل ڈیولپنٹ پروگراموں کو سنگ پروگراموں کو مقصد
D:\pro\koice\dataset\wavs\audio0000638.wav|اور اس نوجوان خودمکتار بناویں یوت زندگی جان پہ پانی زندگی گزاری تکن پروگرامز دوراندیس مہر و شریکن ہاؤس وائرنگ ویسٹ میٹیریل آرٹ زنان انبابت صلح ایسان مختلف ہنرن ہوں
D:\pro\koice\dataset\wavs\audio0000639.wav|دیپارٹمنٹ آف میکینیکل انجینئرنگ نیشنل انسٹوٹ آف ٹیکنالوجی سرین اکرانکور گرینو ویٹر انکیویشن فاؤنڈیشن کے اتھوا سے ایم ایس ایمی ڈیزائن سکیمی پر
D:\pro\koice\dataset\wavs\audio0000640.wav|اکی دو کے ورک شاپ اکسنس پروگرام اک دسلاب سپود ایم ایس ایمی پروجیکٹ سٹالکی افتتاصیت اتھ موقع پر کر ایم ایس ایمی ڈیزائن سکیمی ہند نوڑا لپسر ڈاکٹر دینیش کمار راجندرن ورک شاپ اک مقصد بیان
D:\pro\koice\dataset\wavs\audio0000641.wav|جبکشمیر کلچرل ایکیڈیوی طرف آواز، ٹائگور ہال، سری نگرہ، وادی ہندس اکیز نامور، مفکر تشہیر، فارق بڑگامی سنز، اکوہم برسی ہندس موکس پر اکی عدوی تقریب ہنسانس کرنے یا
D:\pro\koice\dataset\wavs\audio0000642.wav|مز تینز کل ہم شخصیت عادبی خدمت گاش رہا ہونے آئے ات تقریبی مذکر وادی ہندو بہل پائی شہروں ادیبوت دینی شورو شرکت سوشستر سیما بلچے سو دہیوی بٹائی
D:\pro\koice\dataset\wavs\audio0000643.wav|ہندو طرف آواز جوہر نگر سری نگرہ کی مفتی بھی کیا پکستانس کرنا یا دوران لوگوں مختلف طریقے بھی سوالات سے فراہم کرنا آئے اتھا موقع اس پر ہون بٹائلین ہندو اسسٹنٹ کمانڈر راجو تیواریان میڈیا نمائندن سے
D:\pro\koice\dataset\wavs\audio0000644.wav|امداد باہمی محکمی مرکزی وزیر امید شاہن طولاز گاندی نگری
D:\pro\koice\dataset\wavs\audio0000645.wav|محطمہ مندر اسمز ریاستان تا مرکز انتظام والے علاقوں ہندیان وزیر انہیں دیز بہلے پائی قومی کونکلیوز دس اور ریاستان تا مرکز انتظام والے علاقوں ہندیان دادی باہمی محکمی وزیر تا دوئیم سینئر افسر تشاریف
D:\pro\koice\dataset\wavs\audio0000646.wav|آتھ میٹنگ مزید سنیوان آتھ میٹنگ مزید زلش نوین بسیار مقصد والین گودام انہیں دیس پیش رفت سام ہیں نا امی علاوہ یہ اناج ذکیر کرنے کے سو دنیا کے سارے بھی خود بڑی سمو
D:\pro\koice\dataset\wavs\audio0000647.wav|انصوب اس تحت گالکیس بہتر ذکیر باپت جدید گدامن درست ملک اس اندر پوچھر دیندستے سام ہیں موسمیات محکمان جو ونمود جی یہ میریتنی سے اغرص تام چون جمہوری
D:\pro\koice\dataset\wavs\audio0000648.wav|جمہو کشمیر اس مز موسمس اندر کا کوئی نیت بجے تبدیل ہون کا خاص امکان محکم ایک مہر ملک مبین انگون ڈیڑی نیوز اس اتکات کران جس چوہیمیس فارور اس تام چھو جمہو کشمیر اس مز
D:\pro\koice\dataset\wavs\audio0000649.wav|نبدو روزنوک امکان سرنگروہ ساز دوگزیاد خودزیاد درجہ حرارہ اٹھارہ اڑدہ آشاریہ دگری سلشیس یلزر روزن کم خود کم درجہ حرارت سفر آشاریہ دگری سلشیس ریکارڈ کرنا جو میں آواز دوگزیاد
D:\pro\koice\dataset\wavs\audio0000650.wav|خود زیادہ درجہ حرارت پنسے آشاریہ چوہ ڈگری سلچیز یلزن روزن کام خود کام درجہ حرارت تروہ آشاریہ آگ ترہ ڈگری سلچیز درج کرنا ہو اسی توت خبروں ہوں یہ بلوٹن آن تو یہی کیوں
D:\pro\koice\dataset\wavs\audio0000651.wav|مجید خبران ہوں تفصیل زانبابت ہے کیوں توی سو این ایکس ہنڈل فیس بک پیج ایڈ
D:\pro\koice\dataset\wavs\audio0000652.wav|ڈی ڈی نیو سری نگر فالو کریت امیلاو چیم خبر دور درشن چی یوٹیوب چینل پر تی دسیاب فیلحال دیو اس اجازت خدا حافظ
D:\pro\koice\dataset\wavs\audio0000653.wav|اس مند پاکستان اس مند موکین لشکر طائبہ کے اس چیف حافظ سعید اس خلاب گر زمانتی وارٹ آداب ناظرین وین خبر تبصیل سان
D:\pro\koice\dataset\wavs\audio0000654.wav|بارتنچو آبنائے حرمزس من متحد عرب امارات کین دون تلے ٹینکنن پڑ میزائیل حمل یمن مزاق بارتی روزن مول حلاق ثابت مچھو تکین دوئیم زخمی گمچھے
D:\pro\koice\dataset\wavs\audio0000655.wav|نیوی دیلی مز مقیم ایران سفارت خانکس ڈپٹی چیف آب میشل محمد جواد حسینی طلب کرموت تیمچک حملن پیٹ پنی تشویش نی زنیاب کرمیں
D:\pro\koice\dataset\wavs\audio0000656.wav|ایمی حملہ جو مضمت کران چھوئی ہے یو اے ایچ بچا وزارت آکسنگی ان خلاف رضی کرار دیتے ہیں تو چون یہ حملہ بائل نوکمی کونوں نے ادولی کرار دیتے ہیں
D:\pro\koice\dataset\wavs\audio0000657.wav|یہ واقعہ آبنائی حرموز اسمز بڑھوئی مطلق ریکن پیش آمد دورانچہ نیوی دیلی ون موز مغربی ایشیا اسمز صورت حال اس پر چھے قریبی نظر گزر نیوی دیل
D:\pro\koice\dataset\wavs\audio0000658.wav|اور آبنائی حرموں سے وقت محفوظ بلا رکاوٹ تجارتی نکل و حمل شروع کرنے سے پر زور دیتے ہیں نئے ویڈیو میں میڈیا زانکری دیوان خرج وزارتین ترجمان
D:\pro\koice\dataset\wavs\audio0000659.wav|رندیر جیسوالن ونموزے آبنائے ہرموز اسموز پیش آمدیس واک اسموز یو ساکھ بھارتی شخص مارت کیاں دھوئیم زخمی گو مچے تات پر چھو بھارتاں ایران اسپن ان تشہر
D:\pro\koice\dataset\wavs\audio0000660.wav|ویج بومد تا واقع سمجھ مت کرمد بارتن چا امریکہ تا ایران از بی تحقیق کرمزی تیم کریں فوری طور تنہاو ختم تا قدبات کرت انظرائی پانوائی موامل
D:\pro\koice\dataset\wavs\audio0000661.wav|سری نگر سبزاز لیفٹرن گورنمنو سیناسن صدار صلی اللہ علیہ وآلہ وسلم پائی میٹنگ یسمن نشید متوشیر نفرن جے باز آباد کری پالسی سام ہنائی میٹنگ
D:\pro\koice\dataset\wavs\audio0000662.wav|مزید چیپ سیکریٹر ڈیلویس علاوہ دھوئیم باہر پائے اپسر تی موجود سامان جی بہبود محکم کمیشنر سیکٹرین دید بازابت کری پالسیس کی منظبت تفصیل لیفٹن گورنر
D:\pro\koice\dataset\wavs\audio0000663.wav|بنات موکس پر جن نشسید متاثر نفرن ہز باز آباد کری قائم مشہد سیول سوسائٹی گیرکن زیتن تو دیمین با اثر لوکن ہند اتھوا ضروری
D:\pro\koice\dataset\wavs\audio0000664.wav|مختلف محکمہ ہدایت جی اس کی کامیاب بناونا باپت کریں تیم ریلیت میلیت کام تیمہ بونزی جی چھ سماجیشت زمدہری زی تیم کرن متوچن نفر ناشکارن
D:\pro\koice\dataset\wavs\audio0000665.wav|نشپت رٹس مدد سری نگر سپسز پردان منتری گرام سڑک یوجنائی تحت جی ری کامین سامین باپت چیپ سیکٹری اٹل ڈلوسین صدارت طلاق بائلی پائی میٹنگ یہ تھوڑا
D:\pro\koice\dataset\wavs\audio0000666.wav|پی ڈیو ڈی فارسٹ پردان منتری گرام سڑکی یوجنہ تو دوئی منہ مکہ منہ دیو آپ ساروں شرکت کر دوران ہے شیف سیکٹین ونستام یوجنہ تاہت حاصل کا نام
D:\pro\koice\dataset\wavs\audio0000667.wav|کامیابی انصام تو بروں کن پکن خطرہ و افسرن سید گور خوز کرنے تیمہ ونجات یوجنہ اتحاد چسیری گام سڑک رہب تو زیری رلاو نیوان
D:\pro\koice\dataset\wavs\audio0000668.wav|امسید گامن اقتصادی حالت بہتر سب دانچے کہ محبوب یوجنائی تات حاصل کا نام چنکامیہ بین پر اتمنان تو انہوں کو باقی پڑا پروجیکٹ گسن
D:\pro\koice\dataset\wavs\audio0000669.wav|فوری تو اور مکمل کا نئین خبرن ہوں سلسل چھجیری گوڑچ پیشی کمرشل بریک
D:\pro\koice\dataset\wavs\audio0000670.wav|جو دل سے جوڑا جائے دل سے ہی تو ہوتے ہیں ارادت چٹان سے دل سے ہی تو بنتے ہیں گھر خالی مکان سے اس لئے خائبر سیمنٹ
D:\pro\koice\dataset\wavs\audio0000671.wav|سرہ سرہ دل سے بنا ہے خائبر سیمنٹ دل سے بناو خبران ہن سلسلہ پکنا ہو برو انفورمیشن ٹیکنالوجی ہن کمیشنر سیکٹری سور اببہ
D:\pro\koice\dataset\wavs\audio0000672.wav|سری نگر جمہ کشمیر ای گورننس ایجنسی میں ڈیجٹل حکم نہیں ہے دن اقدام انسام دورانہ جمہ کشمیر سٹیٹ ٹاٹا سینٹر تی ای آفیز نوی نے آئی
D:\pro\koice\dataset\wavs\audio0000673.wav|کنکن اقدام تیجے جائے جہنم کمیشٹر سیکٹرین دیت ای گورننس ایجنسی ہدایت جی تمکرین مختلف اقدام ہند روڈ میپ تا ڈی پی آر تیار
D:\pro\koice\dataset\wavs\audio0000674.wav|سہت طبی تعلیمی وزیر سکینہ یوتوی سامکیاز سری نگر کے اسمبلی میمبر میڈیکل گریجویٹ تعلیم انہیں نمائند لوکاوافد سکول انہیں پرنسپل میڈیکل
D:\pro\koice\dataset\wavs\audio0000675.wav|جمعہ کو وفد تو وسطہ دن ہنڈی وفد آہ دوران بوز وزیرا نیمان وفدن ہنڈی مسئلہ تو مطالبت دیتو کریمان یقین سے تین دن جائز مطالبن تو مسئلہ پر یہ
D:\pro\koice\dataset\wavs\audio0000676.wav|دردی سان گوھر کرنے وزیراً ونز سرکار چلو کن تا ملازمان ہنی مستانزراون خطر کھول گنڈیت تعلیمی سے وزیراً چھو تعلیمی محکم اسمان دون وست
D:\pro\koice\dataset\wavs\audio0000677.wav|فیزیکس وستاد منظور عمد ملک کمیسٹری وستاد
D:\pro\koice\dataset\wavs\audio0000678.wav|سڑکی ہندو سے کس ہرچ سپنز فوت سپیڈمنٹ دوشوی وستا دوش ٹنگ مرک علاقہ گروزن ورڈ دیو سر حلقے کے سوگام علاقہ سپنز آواز آقاوامی دربار لاغنی
D:\pro\koice\dataset\wavs\audio0000679.wav|یتونز حلق ایک اسمبلی ممبر فیروز احمد شاہ جل شکتی تارن بی محکم ایک عوددار صحت شعب و سیر وابست میڈیکل آفسر تو دوئیم سر کے رہلکار موجود ہوئے اب ہم یہ دربارہ دورہ
D:\pro\koice\dataset\wavs\audio0000680.wav|ان لوگوں پر مسئلہ ہے کہ انہیں جو نوٹ سیمن اسمبلی ممبر ان بون موجود آپ سر ان جو لوگوں نے اندی مشکلات کم کرنے باپت گئے سے اب انہیں مسئلہ فوری طور اند بور دنیوں
D:\pro\koice\dataset\wavs\audio0000681.wav|نیشنل کانفرنس ایک صدر فارغ قبدالان چوبو نماز جیتے ہیں جے پارٹیو چو ہمیشہ آئین جمہوریت اب ہمیں منڈیٹ پر یقین تھومت پارٹی دفتر پر پارٹی لیڈر اور عددار انتقار کون
D:\pro\koice\dataset\wavs\audio0000682.wav|پی ڈی ایف چکور کمیٹی ہیں آخر میٹنگ سبز پارٹی ہیں چیئرمین ہاں کی
D:\pro\koice\dataset\wavs\audio0000683.wav|محمد یاسین سنی صدر اس تل میٹنگ دوران آف نیشٹل کانفرنس سربراہی ویڈیو سرکار اس مطالب کرنے زی صبح بلو بین تمام پارٹی انہزار میٹنگ
D:\pro\koice\dataset\wavs\audio0000684.wav|سینئر لیڈر تصحیح وزیر شیخ مصطفیٰ کمال درائی دنیا ترہویت
D:\pro\koice\dataset\wavs\audio0000685.wav|جمہور جمہور کشمیر کے سہبک وزیراعلا مرہوم شیخ محمد عبداللہ سن نیچی تنیشنل کانفرنس کے صدر فاروق عبداللہ سن لوکڈ بائی
D:\pro\koice\dataset\wavs\audio0000686.wav|کہ میں اس واریہ اس کال اسپارٹہین محاوین جنرل سیکرٹری تے مختلف سیاسی جمعاتوں چھو مصطفیٰ کمال سنگیز فورد صفدن اس پر افسوس تیزید بوموں
D:\pro\koice\dataset\wavs\audio0000687.wav|تیون نمازی جنازہی مولانا آزاد روڑ سری نگر نیڈوز ہوتلز نزدیک روز ہنج اٹھ بجے ادا کرنا تم پتین تم بونم سر سنوار کس
D:\pro\koice\dataset\wavs\audio0000688.wav|قبرستان اس میں دفن کرنا صحت محکم طرف آئے امرنات یاترین بروقت طبیعی امداد فرہم کرنے خطر سرینگر جوم قومی ویٹ پر اونٹ پور کس حلت سنٹر اس میں دوہرات
D:\pro\koice\dataset\wavs\audio0000689.wav|کریٹیکل کیئر ایمرجنسی حلت فیسلٹی کا امکانہ پلوامک چیپ میڈیکل آپسر انبون زی ایمرجنسی دوران یہ یاترین پرخت قسم جتبی سوہلت فراہم تھا انہیں تیمہ بونجہ
D:\pro\koice\dataset\wavs\audio0000690.wav|ات امرجنسی طبی مرکز پر چی مہر ڈاکٹر تنیم طبی اہلکار تغیینات کا نام جیم دو رات دیوٹی دیوان چی
D:\pro\koice\dataset\wavs\audio0000691.wav|ہمارے ناظرین یاتریوں میں بندپور کے شہد پورٹ ٹرانزٹ کیمپس میں دستیاب انتظام انتریب کریمیں تجھو گوانموزی انتظامیاں چھو شاباش اسلاحیت
D:\pro\koice\dataset\wavs\audio0000692.wav|جاترین ہندواننچ جی مقیمی انتظامیہ پولیس رضا کارت مقیمی لوگچی تیمن ہر رنگ اتھروٹ کران یہاں پہ ہم شادی پورا کیمپ میں رکے ہیں جہاں پہ بہت ہی اچھی سوویدہ دی گئی
D:\pro\koice\dataset\wavs\audio0000693.wav|ہے ہمیں ہمیں رات کو رکھنے کے لیے کافی ساری سوبیدائیں ہیں یہاں کھانا پینہ بھی کافی اچھا ہے میں شادی پورا کیمپ کا بہت بہت دھنیوات کرتا ہوں یہاں پہ کھانے پینے کی
D:\pro\koice\dataset\wavs\audio0000694.wav|بہت بڑیا ہے رہنے کی بیوستہ بھی ہم کو رات میں دی گئی ہے ہم کل صبح بالٹال کے لیے نکلیں گے پھر ہم بابا برفانی کے درشن کریں گے اور یہاں پہ بہت
D:\pro\koice\dataset\wavs\audio0000695.wav|بڑیہ بیوستہ کی گئی ہے پرشیشن دوارہ اوور پاہلگاہ میں ترات پیان پتچ باندگمز بیل سڑک میں باہل کرنا ہم اس تا اتھ پیٹھو گاڑے میں ہون یونگ چند دوارہ شروع سپد میں
D:\pro\koice\dataset\wavs\audio0000696.wav|یم سید سالانیت مقیمی لوگوں آرام وطن چھوڑے ہیں بالتل بیس کیمپس میں صفحے ہوں خیال تھوانچ انتظامی ہیں بائیت الخلاط دوئیم ضروری انتظام یاد
D:\pro\koice\dataset\wavs\audio0000697.wav|ایمی قسم کی انتظام چھ پہلگام اس مسجد کی کارنامت یوزن یاترین کنی قسم کو مشکل ویترون پیئے
D:\pro\koice\dataset\wavs\audio0000698.wav|سو اتر ترات پینکین کنشیتن وارٹر سپلے سکیمن نقصان بہت مند شمالی کشیرین سپرنٹن انجینئر انچو بنمت زکیانسن وارٹر سپلے سکیمن چو زیادہ نقصان
D:\pro\koice\dataset\wavs\audio0000699.wav|ہوتے ہیں تک کہیں چی فیلال احتیاط رنگ بند کا نام چاہتے ہیں میں ونجے گوڑے چی زتو اس کی مباحل کا نام چاہتے ہیں تک کہیں سن علاقن چھو ٹینک رو دے شنہ آوات آنے یہاں
D:\pro\koice\dataset\wavs\audio0000700.wav|جمچی سپیشل این اے عدالت سے پاکستان اسمد روزان لشکر توی باکیس چیف حافظ سید اس خلاف گر زمانتی وارٹ جیری کرمت یہ وارٹ سے پہل گام دیشتی ہے
D:\pro\koice\dataset\wavs\audio0000701.wav|شہدگردان حمل اس منظری تحقیقات کے سلسل اس منظری کرنا آمد سرکرد کشت شہر مرزا گلام حسن بیگ ارب سنزن عدبی خجم حسن پٹاو کشمیر ین
D:\pro\koice\dataset\wavs\audio0000702.wav|انورسٹی میں دونوں دونوں قومی سمینار لگنے سہت اکیڈمی نویدیلت کشمیر انورسٹی ہن کشیر شعبن چھئیے سمینار منقط کرنے سمینار اتواز دیتے ہیں
D:\pro\koice\dataset\wavs\audio0000703.wav|سیمنار اسموزوز کشمیر یونیورسٹی ہنز وائس چونسر پروپیسر نیل افر خان کشری ڈیپارٹمنٹک سربراہ پروپیسر ایجاز محمد شیخت ساہت ایکڈیمی
D:\pro\koice\dataset\wavs\audio0000704.wav|ایڈویجری بورڈ کنوینر پرپیسر شاہد رمضان خاص پچھن مز شہمن سیمنارز دوران آئے مختلف بیٹھ کے منقض کرنے یمن دوران مقال پرن آئے
D:\pro\koice\dataset\wavs\audio0000705.wav|بھارت پیٹرولیوم کورپریشن لیمیٹیڈ انچو دن گھر سرکر تنظیم انہیں اتھوال سری نگر کے جیرے ڈالس من سفر
D:\pro\koice\dataset\wavs\audio0000706.wav|ایت محولیت بیداری مطلق ایک مہم شروع کرم آت مہمی مذکر بارتیادات رضاکاروں مقیمی لکو سمجھ ورکر و تمہاہولیات کی مہر و شرکت
D:\pro\koice\dataset\wavs\audio0000707.wav|آتموکس پیٹ ون اکرزاکار تنظیم چلاوان ورلڈ ڈاکٹر توسی بٹن زی جیرے ڈل ساپ تھاؤنچ اسیرنی زمدری تیمہ دیت انتظامیات لوکن پیٹ
D:\pro\koice\dataset\wavs\audio0000708.wav|زورج تیم تولین جیرے ڈل صاحب تھا انہیں باپت ضروری قدم زریعہ یونیورسٹی کشمیر طرفہ باقبنی محکم کے اتواس کو فارکست ہون حال اس میں دیسی کاش کری تکیمیہ وی خادن ہوت کام
D:\pro\koice\dataset\wavs\audio0000709.wav|استعمال کرنے کے موضوع پر آگزان کری پروگرام منقد کرنے یہ دوران زیرات باگ بنی محکم کے مہرو دیسی کاشکری کے نفائد مطلق کملین
D:\pro\koice\dataset\wavs\audio0000710.wav|بڑھ گئے میں آواز پی ایم گتی شکتی نیشنل قومی ماسٹ پولان سے مطلق زل سترک صلاحیت سے جی پروگرام منقطع کرنے زلک ڈپٹر کمیشنر انتولا
D:\pro\koice\dataset\wavs\audio0000711.wav|یہ پروگرام منقد کرنے کے مقصد پی ایم گتی شکتی پورٹل کارگر طریق استعمال کرنے باپت ظل افصال انہاں صلیت مضبوط بناویں
D:\pro\koice\dataset\wavs\audio0000712.wav|ورک شاپس دوران وطلو ڈپٹے کمیشٹرن ڈیٹا اس پر مبنی منصوب بندی یقینی بناؤں باپت پی ایم گتی شکتی قومی ماسٹر پلانچ اہمیت
D:\pro\koice\dataset\wavs\audio0000713.wav|وہاں پر بڑھگا میں آؤ نفتہ آہاتس منس اور سالانہ گریجویشن شو فیشن نووہ مناقض کرنے اتل ٹرانسپورٹک سیکٹری انداز
D:\pro\koice\dataset\wavs\audio0000714.wav|جو اس پر نیو قریباً اکھا ڈگری آف تیل بے علم و حصے نشہ مکت بھارت اب یانستاہت جو منشیت اس خلاف کاروئی کرام پلسن سو پراک بدنام ڈرگ سمگل
D:\pro\koice\dataset\wavs\audio0000715.wav|محمد اشرب میر سن مکان کرو کرمت یوس اک کروڑ تریوہ لش روپیہ لیوے پول سنجھ کالگاہ میں منشیات و کاربار کرنس پر دون نفرن ہوں جادات
D:\pro\koice\dataset\wavs\audio0000716.wav|کرو کرو زلک اس کجر گام اس پہنچو دون نفر جاوید احمد تا پرویز احمد ڈار سنی مکانہ سیز کرنے آمد آتھ کاروائی منزوز پلسز مجسٹیٹ سیٹ
D:\pro\koice\dataset\wavs\audio0000717.wav|پلسنچہ ایک لیٹ بے لوکن اپیل کرمزی تمروز ان منشیات کے کاربار گزدور آل سکھ مائنورٹی ایمپلوائز ایسوسیشن کڑھاز ملویز منحضر جوائن
D:\pro\koice\dataset\wavs\audio0000718.wav|ایسو سیشن سوید ریلیت نیشہ مکت جمع کشمیر ابیان استحاد سری نگرہ آکھ ریلی یہ ریلی درائے ہفت چنارے پیٹھتا لال دیتا ہسپتال کے سانس منزوات اند
D:\pro\koice\dataset\wavs\audio0000719.wav|آہ دورانائی نشاور چیزن ہیتن مزیر اثراتن تا سماج پاک تھا ون باپت بیدری پود کرنے جمہو کشمیر او بی سی ویلفیر ایسو سیشتی چی جمہو کشمیر
D:\pro\koice\dataset\wavs\audio0000720.wav|ریسپنز او بی سی تبکس اوٹ فیصد ریزرویشن دنبابت وزیرزم نرندر مودی سندھ شکریہ آدھا کرمان سری نگرو چیکس پریس کانفرنسی منز ایسو سیشنی سادرن ون من
D:\pro\koice\dataset\wavs\audio0000721.wav|جیسا ستوچ مردم شماری مذہبی او بی سی خطر اک الگ کالم شامل کرنے جن تو او بی سی تب کسبتی مشکل دور کرنے خطر گسن قدم تلنیین
D:\pro\koice\dataset\wavs\audio0000722.wav|رانگر چوٹرک اک سرگرد کشیر شہر گلام نبی لول قسطور چھ فوت سبج میں ساغر کلچرل فورم بزمی شیر عدب شمالی کشمیر تو دوئی میں عدب
D:\pro\koice\dataset\wavs\audio0000723.wav|انجبانو چی تین دس فوت سب دن اس پیٹ دوک تا تیزیت بومت دیربل نائد قدل لٹی مسجد کے لوکو چی شکایت کرم
D:\pro\koice\dataset\wavs\audio0000724.wav|یا علاقہ اس چھوپت میں ہو علاقہ اس چھوپت میں ہو کیوں سو دوہو پیٹ آب پائیپن آب دوشان روزہ یہ مکین وطو پیٹ پکن مشکل بنی ہو مچھو لوگوں چھو مطالب
D:\pro\koice\dataset\wavs\audio0000725.wav|کرمد زیہ آب پائپن گش فوری مرمت کرنے گی یوزن یمن پائپن ہن دوشن رکھے تون درجہ حرارت سری نگروہ ساز دوگ زیادہ خود زیادہ درجہ
D:\pro\koice\dataset\wavs\audio0000726.wav|درجہ حرارت کنتر اشارہ ساڈ ڈگری سلچے ترات روز ہم کم خود کم درجہ حرارت او شرعہ اشارہ اک ڈگری سلچے اس ریکارڈ کرنے جو میوز دوگ زیادہ خود زیادہ درجہ حرارت
D:\pro\koice\dataset\wavs\audio0000727.wav|پانچ ترہ شہر یا زیر ڈگری سلشیس ترہ سن کم خود کم درجہ حرارتہ پنچہ شہر یا چوہ ڈگری سلشیس ریکارڈ کرنا اچھے دواتوں خبرن ہوں یہ بلوٹن اند
D:\pro\koice\dataset\wavs\audio0000728.wav|فرزین ہز نگرانی تا ایمکن کسور وارن سزا دینک ہدایت خبر تفصیل سان وزیراعظم نرندر مودین چو ونمدزی کونون سازی دارن مز زنانن ہز ریزرویشن چے
D:\pro\koice\dataset\wavs\audio0000729.wav|باہرتی جمہوریت اس مزید متحرکت سارنی ہز شمولیت واجن بناویں وقتچ اہم ضرورت اکس اوپیڈ اسمز پندین خیالن ہز باوت کرانون وزیر از من
D:\pro\koice\dataset\wavs\audio0000730.wav|زناننہز ریزرویشنی میں کاہتی چیر لاغنچ افسوس اسلائق تمہوں نے زناننہز ریزرویشنی متعلق اہم بلپڑ بحث تاعت منظوری دن کے سلسلے میں یہی
D:\pro\koice\dataset\wavs\audio0000731.wav|یمیرتنی شرحی میں تاریخ پارلیمنٹو خاص اجلاس بلاؤنے وزیر ازمن وانزی ایشو ضروری زیادہ ساس کن پر کس لوگ سبا جناب سندس انتخاب است ینوال اس وقت اسمز
D:\pro\koice\dataset\wavs\audio0000732.wav|مختلف ریاستوں میں اسمبلی چناو گسن زنانن ہز ریزرویشن مطلق سب دن کونونساز ادارن میں زنانن ہز ریزرویشن مطلق مجوز بلچو جو
D:\pro\koice\dataset\wavs\audio0000733.wav|مکشمیر جو زنانو خرمک دمکرمت تموکر سیاست اسمز نمائندگی ہندی سرکار کے فصلک تحریب تو ونگزے ایم فصل سیٹ میل زنانن حکمرانی مز شمولیتوک پور پور موکر
D:\pro\koice\dataset\wavs\audio0000734.wav|ایک پرسنٹیج کے 33 پرسنٹیج کے قطعے کے ساتھ
D:\pro\koice\dataset\wavs\audio0000735.wav|ہم کشمیری فیملوں کے طور پر اس سٹیپ آف کرتے ہیں مریندر موڈی جی ہماری عزیز پرامنسٹر فیملوں کی ملٹی ٹاسک ہمارے پاس
D:\pro\koice\dataset\wavs\audio0000736.wav|ہماری قیمت کو دوسرے فیلڈوں میں اچھا رہا ہے۔ ہمارے پاس کوئی بہترین سٹون نہیں رکھا گیا ہے۔ جاہے وہ میڈیکل کا فیلڈ ہو، جاہے وہ آرمڈ فورس کا فیلڈ ہو، کہیں پہ بھی۔ تو کیوں بھی پولٹیکس نہیں ہے؟
D:\pro\koice\dataset\wavs\audio0000737.wav|تو یہ ہماری وقت ایک خوبصورت وقت ہے جبکہ ہم پولٹیکس میں بھی ہمارے لئے کام کرسکے
D:\pro\koice\dataset\wavs\audio0000738.wav|لفنین گورنمانوش سنہان چو جمہو کشمیر اسمز منشیات دیس نوجوانن ہوند مستقبل تباہ کرون عالمی چوائی کرار دیوان وانمود زی آئیس پائز یکو اٹ سب دیتا تبدیل تسنیال گالون
D:\pro\koice\dataset\wavs\audio0000739.wav|جمعیاز نشہ مکت جمہو کشمیر ابیانستات ایکس ہتھس دو ہس چلاونی انواجنی موہمی ہزن تیارین سام ہیوان ون لپن اینڈ گورنرن زبیہ گوانا تانگ نیمی
D:\pro\koice\dataset\wavs\audio0000740.wav|نہ کریں تو قصور وارن نہ بخشن چھتے ہیں اس پال سی تو ایس پیز منشیات اسیت متاثر سپد میت لوگ باید کڑیت تیز باز آباد کری یقین
D:\pro\koice\dataset\wavs\audio0000741.wav|بناویں تیمو دیتیدائیت جی مہم گئی چی بار شرکت سے تیاک آوئی میں تحریک بناونا ییں تکورک بان بان جی کارگر بناونا باپت گئی سن لوکن ہنس
D:\pro\koice\dataset\wavs\audio0000742.wav|تجویز دے شامل کرنے ہی نہیں لیپنٹ گورنر اور مزید زیم لوگ منشیات کے معاملات متعلق زان کری دن تمنی حوصلہ بزائی کرنے
D:\pro\koice\dataset\wavs\audio0000743.wav|وزیراعلہ عمر عبداللہ انبغرہ آز اس کے آئی سی سی سرنگرہ ایس آرو تیتر جیت باز آباد کری امدادی سکیم تحت کشمیر صوب کے نمتن مستحقین
D:\pro\koice\dataset\wavs\audio0000744.wav|تائی نیتی ہندی آرڈر ہاتھ موقع سپیٹ فون ایک استقریب خطاب کران وزیراعلا ہن زی یدوئی سرکار نوکری میلنگ خوشی چھے اما پو زیمن حالات
